SiteID,Site,Location,Date,Matrix,CHEM_CODE,Parameter,Value,Units,DetectionFlag,ReportingLimit,MDL,REPORTABLE
47,Site 1,WL-1,31-Jul-13,WG,MG,Magnesium,8.104,MG/L,=,,,Y
47,Site 1,ML-1,1-Jul-13,WG,CU,Copper,0,MG/L,ND,0.002,,Y
47,Site 1,ML-1,17-Jul-13,WG,CU,Copper,0,MG/L,ND,0.002,,Y
47,Site 1,ML-1,17-Jul-13,WG,CU,Copper,0,MG/L,ND,0.002,,Y
47,Site 1,ML-1,1-Jul-13,WG,CU,Copper,0,MG/L,ND,0.002,,Y
47,Site 1,ML-1,17-Jul-13,WG,CU,Copper,0.012,MG/L,=,,,Y
47,Site 1,ML-1,17-Jul-13,WG,CU,Copper,0.012,MG/L,=,,,Y
47,Site 1,ML-1,1-Jul-13,WG,FE,Iron,0,MG/L,ND,0.006,,Y
47,Site 1,ML-1,17-Jul-13,WG,FE,Iron,0,MG/L,ND,0.006,,Y
47,Site 1,ML-1,17-Jul-13,WG,FE,Iron,0,MG/L,ND,0.006,,Y
47,Site 1,ML-1,1-Jul-13,WG,FE,Iron,0.463,MG/L,=,,,Y
47,Site 1,ML-1,17-Jul-13,WG,FE,Iron,0.414,MG/L,=,,,Y
47,Site 1,ML-1,17-Jul-13,WG,FE,Iron,0.414,MG/L,=,,,Y
47,Site 1,ML-1,1-Jul-13,WG,K,Potassium,11.26,MG/L,=,,,Y
47,Site 1,ML-1,17-Jul-13,WG,K,Potassium,12.07,MG/L,=,,,Y
47,Site 1,ML-1,17-Jul-13,WG,K,Potassium,12.07,MG/L,=,,,Y
47,Site 1,ML-1,1-Jul-13,WG,K,Potassium,11.61,MG/L,=,,,Y
47,Site 1,ML-1,17-Jul-13,WG,K,Potassium,12.57,MG/L,=,,,Y
47,Site 1,ML-1,17-Jul-13,WG,K,Potassium,12.57,MG/L,=,,,Y
47,Site 1,ML-1,1-Jul-13,WG,MG,Magnesium,58.64,MG/L,=,,,Y
47,Site 1,ML-1,17-Jul-13,WG,MG,Magnesium,59.42,MG/L,=,,,Y
47,Site 1,ML-1,17-Jul-13,WG,MG,Magnesium,59.42,MG/L,=,,,Y
47,Site 1,ML-1,1-Jul-13,WG,MG,Magnesium,60.53,MG/L,=,,,Y
47,Site 1,ML-1,17-Jul-13,WG,MG,Magnesium,60.3,MG/L,=,,,Y
47,Site 1,ML-1,17-Jul-13,WG,MG,Magnesium,60.3,MG/L,=,,,Y
47,Site 1,ML-1,1-Jul-13,WG,AS,Arsenic,0,MG/L,ND,0.004,,Y
47,Site 1,ML-1,17-Jul-13,WG,AS,Arsenic,0,MG/L,ND,0.004,,Y
47,Site 1,ML-1,17-Jul-13,WG,AS,Arsenic,0,MG/L,ND,0.004,,Y
47,Site 1,ML-2,1-Oct-13,WG,CU,Copper,0,MG/L,ND,0.003,,Y
47,Site 1,WL-8,23-Oct-13,WG,CU,Copper,0,MG/L,ND,0.003,,Y
47,Site 1,WL-1,3-Oct-13,WG,CU,Copper,0,MG/L,ND,0.003,,Y
47,Site 1,Feed,20-Nov-12,WS,K,Potassium,173.2,MG/L,=,,,Y
47,Site 1,Feed,20-Nov-12,WS,AS,Arsenic,0,MG/L,ND,0.004,,Y
47,Site 1,Feed,20-Nov-12,WS,CU,Copper,1.069,MG/L,=,,,Y
47,Site 1,Feed,20-Nov-12,WS,FE,Iron,18.03,MG/L,=,,,Y
47,Site 1,Feed,20-Nov-12,WS,MG,Magnesium,3.819,MG/L,=,,,Y
47,Site 1,Feed,20-Nov-12,WS,K,Potassium,173.4,MG/L,=,,,Y
47,Site 1,ML-2,2-Jan-14,WG,FE,Iron,0,MG/L,ND,0.03,,Y
47,Site 1,WL-8,15-Jan-14,WG,FE,Iron,0,MG/L,ND,0.03,,Y
47,Site 1,WL-1,27-Jan-14,WG,FE,Iron,0,MG/L,ND,0.03,,Y
47,Site 1,Feed,14-Jan-14,WS,FE,Iron,0,MG/L,ND,0.03,,Y
47,Site 1,ML-1,6-Jan-14,WG,FE,Iron,0,MG/L,ND,0.03,,Y
47,Site 1,ML-2,2-Jan-14,WG,FE,Iron,0,MG/L,ND,0.03,,Y
47,Site 1,WL-8,15-Jan-14,WG,FE,Iron,0.308,MG/L,=,,,Y
47,Site 1,WL-1,27-Jan-14,WG,FE,Iron,0.723,MG/L,=,,,Y
47,Site 1,Drain_E,8-Jan-14,WS,FE,Iron,0,MG/L,ND,0.03,,Y
47,Site 1,Drain_W,8-Jan-14,WS,FE,Iron,0,MG/L,ND,0.03,,Y
47,Site 1,Feed,14-Jan-14,WS,FE,Iron,8.233,MG/L,=,,,Y
47,Site 1,ML-1,6-Jan-14,WG,FE,Iron,0.929,MG/L,=,,,Y
47,Site 1,Feed,18-Oct-12,WS,AS,Arsenic,0,MG/L,ND,0.004,,Y
47,Site 1,Feed,18-Oct-12,WS,CU,Copper,0,MG/L,ND,0.002,,Y
47,Site 1,Feed,18-Oct-12,WS,FE,Iron,0,MG/L,ND,0.006,,Y
47,Site 1,Feed,18-Oct-12,WS,MG,Magnesium,0,MG/L,ND,0.008,,Y
47,Site 1,Feed,18-Oct-12,WS,K,Potassium,137.7,MG/L,=,,,Y
47,Site 1,Feed,18-Oct-12,WS,AS,Arsenic,0,MG/L,ND,0.004,,Y
47,Site 1,Feed,18-Oct-12,WS,CU,Copper,5.348,MG/L,=,,,Y
47,Site 1,Feed,18-Oct-12,WS,FE,Iron,9.712,MG/L,=,,,Y
47,Site 1,Feed,18-Oct-12,WS,MG,Magnesium,1.133,MG/L,=,,,Y
47,Site 1,Feed,18-Oct-12,WS,K,Potassium,137.7,MG/L,=,,,Y
47,Site 1,ML-2,2-Jan-14,WG,K,Potassium,20.69,MG/L,=,,,Y
47,Site 1,WL-8,15-Jan-14,WG,K,Potassium,41.16,MG/L,=,,,Y
47,Site 1,WL-1,27-Jan-14,WG,K,Potassium,4.09,MG/L,=,,,Y
47,Site 1,Feed,14-Jan-14,WS,K,Potassium,230.3,MG/L,=,,,Y
47,Site 1,ML-1,6-Jan-14,WG,K,Potassium,10.49,MG/L,=,,,Y
47,Site 1,ML-2,2-Jan-14,WG,K,Potassium,20.72,MG/L,=,,,Y
47,Site 1,WL-8,15-Jan-14,WG,K,Potassium,41.72,MG/L,=,,,Y
47,Site 1,WL-1,27-Jan-14,WG,K,Potassium,4.16,MG/L,=,,,Y
47,Site 1,ML-2,1-Oct-13,WG,CU,Copper,0,MG/L,ND,0.003,,Y
47,Site 1,WL-8,23-Oct-13,WG,CU,Copper,0,MG/L,ND,0.003,,Y
47,Site 1,WL-1,3-Oct-13,WG,CU,Copper,0,MG/L,ND,0.003,,Y
47,Site 1,ML-2,1-Oct-13,WG,FE,Iron,0,MG/L,ND,0.03,,Y
47,Site 1,ML-2,1-Oct-13,WG,AS,Arsenic,0,MG/L,ND,0.01,,Y
47,Site 1,WL-8,23-Oct-13,WG,AS,Arsenic,0,MG/L,ND,0.01,,Y
47,Site 1,WL-1,3-Oct-13,WG,AS,Arsenic,0,MG/L,ND,0.01,,Y
47,Site 1,ML-2,1-Oct-13,WG,AS,Arsenic,0,MG/L,ND,0.01,,Y
47,Site 1,WL-8,23-Oct-13,WG,AS,Arsenic,0,MG/L,ND,0.01,,Y
47,Site 1,WL-1,3-Oct-13,WG,AS,Arsenic,0,MG/L,ND,0.01,,Y
47,Site 1,WL-8,23-Oct-13,WG,FE,Iron,0,MG/L,ND,0.03,,Y
47,Site 1,WL-1,3-Oct-13,WG,FE,Iron,0,MG/L,ND,0.03,,Y
47,Site 1,ML-2,1-Oct-13,WG,FE,Iron,0,MG/L,ND,0.03,,Y
47,Site 1,WL-8,23-Oct-13,WG,FE,Iron,0.392,MG/L,=,,,Y
47,Site 1,WL-1,3-Oct-13,WG,FE,Iron,0.777,MG/L,=,,,Y
47,Site 1,ML-2,1-Oct-13,WG,K,Potassium,24.37,MG/L,=,,,Y
47,Site 1,WL-8,23-Oct-13,WG,K,Potassium,39.84,MG/L,=,,,Y
47,Site 1,WL-1,3-Oct-13,WG,K,Potassium,3.74,MG/L,=,,,Y
47,Site 1,ML-2,1-Oct-13,WG,K,Potassium,24.42,MG/L,=,,,Y
47,Site 1,WL-8,23-Oct-13,WG,K,Potassium,39.84,MG/L,=,,,Y
47,Site 1,WL-1,3-Oct-13,WG,K,Potassium,4.3,MG/L,=,,,Y
47,Site 1,ML-2,1-Oct-13,WG,MG,Magnesium,63.42,MG/L,=,,,Y
47,Site 1,WL-8,23-Oct-13,WG,MG,Magnesium,79.78,MG/L,=,,,Y
47,Site 1,WL-1,3-Oct-13,WG,MG,Magnesium,6.214,MG/L,=,,,Y
47,Site 1,Drain_E,18-Oct-13,WS,AS,Arsenic,0,MG/L,ND,0.01,,Y
47,Site 1,Drain_W,18-Oct-13,WS,AS,Arsenic,0,MG/L,ND,0.01,,Y
47,Site 1,Feed,18-Oct-13,WS,AS,Arsenic,0,MG/L,ND,0.01,,Y
47,Site 1,Drain_E,18-Oct-13,WS,AS,Arsenic,0,MG/L,ND,0.01,,Y
47,Site 1,Drain_W,18-Oct-13,WS,AS,Arsenic,0,MG/L,ND,0.01,,Y
47,Site 1,Feed,18-Oct-13,WS,AS,Arsenic,0,MG/L,ND,0.01,,Y
47,Site 1,ML-2,1-Oct-13,WG,MG,Magnesium,64.11,MG/L,=,,,Y
47,Site 1,WL-8,23-Oct-13,WG,MG,Magnesium,79.78,MG/L,=,,,Y
47,Site 1,WL-1,3-Oct-13,WG,MG,Magnesium,6.612,MG/L,=,,,Y
47,Site 1,Drain_E,18-Oct-13,WS,CU,Copper,0,MG/L,ND,0.003,,Y
47,Site 1,Drain_W,18-Oct-13,WS,CU,Copper,0.074,MG/L,=,,,Y
47,Site 1,Feed,18-Oct-13,WS,CU,Copper,0,MG/L,ND,0.003,,Y
47,Site 1,Drain_E,18-Oct-13,WS,CU,Copper,0,MG/L,ND,0.003,,Y
47,Site 1,Drain_W,18-Oct-13,WS,CU,Copper,0.08,MG/L,=,,,Y
47,Site 1,Feed,18-Oct-13,WS,CU,Copper,0.521,MG/L,=,,,Y
47,Site 1,Drain_E,18-Oct-13,WS,FE,Iron,0,MG/L,ND,0.03,,Y
47,Site 1,Drain_W,18-Oct-13,WS,FE,Iron,0,MG/L,ND,0.03,,Y
47,Site 1,Feed,18-Oct-13,WS,FE,Iron,0,MG/L,ND,0.03,,Y
47,Site 1,Drain_E,18-Oct-13,WS,FE,Iron,0,MG/L,ND,0.03,,Y
47,Site 1,Drain_W,18-Oct-13,WS,FE,Iron,0,MG/L,ND,0.03,,Y
47,Site 1,Feed,18-Oct-13,WS,FE,Iron,10.25,MG/L,=,,,Y
47,Site 1,Drain_E,18-Oct-13,WS,K,Potassium,78.84,MG/L,=,,,Y
47,Site 1,Drain_W,18-Oct-13,WS,K,Potassium,111.7,MG/L,=,,,Y
47,Site 1,Feed,18-Oct-13,WS,K,Potassium,175.8,MG/L,=,,,Y
47,Site 1,Drain_E,18-Oct-13,WS,K,Potassium,80.94,MG/L,=,,,Y
47,Site 1,Feed,20-Dec-12,WS,AS,Arsenic,0,MG/L,ND,0.004,,Y
47,Site 1,Drain_W,18-Oct-13,WS,K,Potassium,114.4,MG/L,=,,,Y
47,Site 1,Feed,18-Oct-13,WS,K,Potassium,181.9,MG/L,=,,,Y
47,Site 1,Drain_E,18-Oct-13,WS,MG,Magnesium,136.1,MG/L,=,,,Y
47,Site 1,Drain_W,18-Oct-13,WS,MG,Magnesium,64.72,MG/L,=,,,Y
47,Site 1,Feed,18-Oct-13,WS,MG,Magnesium,0,MG/L,ND,0.04,,Y
47,Site 1,Drain_E,18-Oct-13,WS,MG,Magnesium,137.8,MG/L,=,,,Y
47,Site 1,Drain_W,18-Oct-13,WS,MG,Magnesium,65.58,MG/L,=,,,Y
47,Site 1,Feed,18-Oct-13,WS,MG,Magnesium,2.239,MG/L,=,,,Y
47,Site 1,Feed,20-Dec-12,WS,CU,Copper,0,MG/L,ND,0.002,,Y
47,Site 1,Feed,20-Dec-12,WS,FE,Iron,0,MG/L,ND,0.006,,Y
47,Site 1,Feed,20-Dec-12,WS,MG,Magnesium,0,MG/L,ND,0.008,,Y
47,Site 1,Feed,20-Dec-12,WS,K,Potassium,172.1,MG/L,=,,,Y
47,Site 1,Feed,20-Dec-12,WS,AS,Arsenic,0,MG/L,ND,0.004,,Y
47,Site 1,Feed,20-Dec-12,WS,CU,Copper,0.991,MG/L,=,,,Y
47,Site 1,Feed,20-Dec-12,WS,FE,Iron,4.006,MG/L,=,,,Y
47,Site 1,Feed,20-Dec-12,WS,MG,Magnesium,0.576,MG/L,=,,,Y
47,Site 1,Feed,20-Dec-12,WS,K,Potassium,175.8,MG/L,=,,,Y
47,Site 1,Feed,20-Nov-12,WS,AS,Arsenic,0,MG/L,ND,0.004,,Y
47,Site 1,Feed,20-Nov-12,WS,CU,Copper,0,MG/L,ND,0.002,,Y
47,Site 1,Feed,20-Nov-12,WS,FE,Iron,0,MG/L,ND,0.006,,Y
47,Site 1,Feed,20-Nov-12,WS,MG,Magnesium,0,MG/L,ND,0.008,,Y
47,Site 1,Drain_E,13-Sep-13,WS,AS,Arsenic,0,MG/L,ND,0.004,,Y
47,Site 1,Drain_E,13-Sep-13,WS,CU,Copper,0,MG/L,ND,0.002,,Y
47,Site 1,Drain_E,13-Sep-13,WS,FE,Iron,0,MG/L,ND,0.006,,Y
47,Site 1,Drain_E,13-Sep-13,WS,K,Potassium,62.14,MG/L,=,,,Y
47,Site 1,Drain_E,13-Sep-13,WS,K,Potassium,66.04,MG/L,=,,,Y
47,Site 1,Drain_E,13-Sep-13,WS,MG,Magnesium,121.2,MG/L,=,,,Y
47,Site 1,Drain_E,13-Sep-13,WS,MG,Magnesium,127.1,MG/L,=,,,Y
47,Site 1,Drain_W,13-Sep-13,WS,AS,Arsenic,0,MG/L,ND,0.004,,Y
47,Site 1,Drain_W,13-Sep-13,WS,CU,Copper,0.054,MG/L,=,,,Y
47,Site 1,Drain_W,13-Sep-13,WS,FE,Iron,0,MG/L,ND,0.006,,Y
47,Site 1,Drain_W,13-Sep-13,WS,K,Potassium,94.33,MG/L,=,,,Y
47,Site 1,Drain_W,13-Sep-13,WS,K,Potassium,95.82,MG/L,=,,,Y
47,Site 1,Drain_W,13-Sep-13,WS,MG,Magnesium,53.49,MG/L,=,,,Y
47,Site 1,Drain_W,13-Sep-13,WS,MG,Magnesium,54.94,MG/L,=,,,Y
47,Site 1,ML-1,6-Sep-13,WG,AS,Arsenic,0,MG/L,ND,0.004,,Y
47,Site 1,ML-1,6-Sep-13,WG,AS,Arsenic,0,MG/L,ND,0.004,,Y
47,Site 1,ML-1,6-Sep-13,WG,CU,Copper,0,MG/L,ND,0.002,,Y
47,Site 1,ML-1,6-Sep-13,WG,CU,Copper,0,MG/L,ND,0.002,,Y
47,Site 1,ML-1,6-Sep-13,WG,FE,Iron,0,MG/L,ND,0.006,,Y
47,Site 1,ML-1,6-Sep-13,WG,FE,Iron,0,MG/L,ND,0.006,,Y
47,Site 1,ML-1,6-Sep-13,WG,K,Potassium,11.3,MG/L,=,,,Y
47,Site 1,ML-1,6-Sep-13,WG,K,Potassium,11.55,MG/L,=,,,Y
47,Site 1,ML-1,6-Sep-13,WG,MG,Magnesium,60.03,MG/L,=,,,Y
47,Site 1,ML-1,6-Sep-13,WG,MG,Magnesium,61.24,MG/L,=,,,Y
47,Site 1,ML-2,6-Sep-13,WG,AS,Arsenic,0,MG/L,ND,0.004,,Y
47,Site 1,ML-2,6-Sep-13,WG,AS,Arsenic,0,MG/L,ND,0.004,,Y
47,Site 1,ML-2,6-Sep-13,WG,CU,Copper,0,MG/L,ND,0.002,,Y
47,Site 1,ML-2,6-Sep-13,WG,CU,Copper,0,MG/L,ND,0.002,,Y
47,Site 1,ML-2,6-Sep-13,WG,FE,Iron,0,MG/L,ND,0.006,,Y
47,Site 1,ML-2,6-Sep-13,WG,FE,Iron,0,MG/L,ND,0.006,,Y
47,Site 1,ML-2,6-Sep-13,WG,K,Potassium,21.09,MG/L,=,,,Y
47,Site 1,ML-2,6-Sep-13,WG,K,Potassium,21.09,MG/L,=,,,Y
47,Site 1,ML-2,6-Sep-13,WG,MG,Magnesium,64.74,MG/L,=,,,Y
47,Site 1,ML-2,6-Sep-13,WG,MG,Magnesium,64.76,MG/L,=,,,Y
47,Site 1,ML-1,16-Sep-13,WG,AS,Arsenic,0,MG/L,ND,0.004,,Y
47,Site 1,ML-1,16-Sep-13,WG,AS,Arsenic,0,MG/L,ND,0.004,,Y
47,Site 1,ML-1,16-Sep-13,WG,CU,Copper,0,MG/L,ND,0.002,,Y
47,Site 1,ML-1,16-Sep-13,WG,CU,Copper,0.02,MG/L,=,,,Y
47,Site 1,ML-1,16-Sep-13,WG,FE,Iron,0,MG/L,ND,0.006,,Y
47,Site 1,ML-1,16-Sep-13,WG,FE,Iron,0.78,MG/L,=,,,Y
47,Site 1,ML-1,16-Sep-13,WG,K,Potassium,12.78,MG/L,=,,,Y
47,Site 1,ML-1,16-Sep-13,WG,K,Potassium,12.78,MG/L,=,,,Y
47,Site 1,ML-1,16-Sep-13,WG,MG,Magnesium,59.88,MG/L,=,,,Y
47,Site 1,ML-1,16-Sep-13,WG,MG,Magnesium,60.66,MG/L,=,,,Y
47,Site 1,WL-8,11-Sep-13,WG,AS,Arsenic,0,MG/L,ND,0.004,,Y
47,Site 1,WL-8,11-Sep-13,WG,AS,Arsenic,0,MG/L,ND,0.004,,Y
47,Site 1,WL-8,11-Sep-13,WG,CU,Copper,0,MG/L,ND,0.002,,Y
47,Site 1,WL-8,11-Sep-13,WG,CU,Copper,0,MG/L,ND,0.002,,Y
47,Site 1,WL-8,11-Sep-13,WG,FE,Iron,0,MG/L,ND,0.006,,Y
47,Site 1,WL-8,11-Sep-13,WG,FE,Iron,1.053,MG/L,=,,,Y
47,Site 1,WL-8,11-Sep-13,WG,K,Potassium,36.89,MG/L,=,,,Y
47,Site 1,WL-8,11-Sep-13,WG,K,Potassium,36.89,MG/L,=,,,Y
47,Site 1,WL-8,11-Sep-13,WG,MG,Magnesium,79.98,MG/L,=,,,Y
47,Site 1,WL-8,11-Sep-13,WG,MG,Magnesium,79.98,MG/L,=,,,Y
47,Site 1,ML-1,2-Oct-13,WG,AS,Arsenic,0,MG/L,ND,0.01,,Y
47,Site 1,ML-1,17-Oct-13,WG,AS,Arsenic,0,MG/L,ND,0.01,,Y
47,Site 1,ML-1,2-Oct-13,WG,AS,Arsenic,0,MG/L,ND,0.01,,Y
47,Site 1,ML-1,17-Oct-13,WG,AS,Arsenic,0,MG/L,ND,0.01,,Y
47,Site 1,ML-2,4-Sep-13,WG,AS,Arsenic,0,MG/L,ND,0.004,,Y
47,Site 1,ML-2,4-Sep-13,WG,AS,Arsenic,0,MG/L,ND,0.004,,Y
47,Site 1,ML-2,4-Sep-13,WG,CU,Copper,0,MG/L,ND,0.002,,Y
47,Site 1,ML-2,4-Sep-13,WG,CU,Copper,0,MG/L,ND,0.002,,Y
47,Site 1,ML-2,4-Sep-13,WG,FE,Iron,0,MG/L,ND,0.006,,Y
47,Site 1,ML-2,4-Sep-13,WG,FE,Iron,0,MG/L,ND,0.006,,Y
47,Site 1,ML-2,4-Sep-13,WG,K,Potassium,23.08,MG/L,=,,,Y
47,Site 1,ML-2,4-Sep-13,WG,K,Potassium,23.62,MG/L,=,,,Y
47,Site 1,ML-2,4-Sep-13,WG,MG,Magnesium,61.69,MG/L,=,,,Y
47,Site 1,ML-2,4-Sep-13,WG,MG,Magnesium,63.16,MG/L,=,,,Y
47,Site 1,ML-1,2-Oct-13,WG,CU,Copper,0,MG/L,ND,0.003,,Y
47,Site 1,ML-1,17-Oct-13,WG,CU,Copper,0,MG/L,ND,0.003,,Y
47,Site 1,ML-1,2-Oct-13,WG,CU,Copper,0,MG/L,ND,0.003,,Y
47,Site 1,ML-1,17-Oct-13,WG,CU,Copper,0,MG/L,ND,0.003,,Y
47,Site 1,ML-1,2-Oct-13,WG,FE,Iron,0,MG/L,ND,0.03,,Y
47,Site 1,ML-1,17-Oct-13,WG,FE,Iron,0,MG/L,ND,0.03,,Y
47,Site 1,ML-1,2-Oct-13,WG,FE,Iron,0.21,MG/L,=,,,Y
47,Site 1,ML-1,17-Oct-13,WG,FE,Iron,0.069,MG/L,=,,,Y
47,Site 1,ML-1,2-Oct-13,WG,K,Potassium,12.84,MG/L,=,,,Y
47,Site 1,ML-1,17-Oct-13,WG,K,Potassium,11.77,MG/L,=,,,Y
47,Site 1,ML-1,2-Oct-13,WG,K,Potassium,13.16,MG/L,=,,,Y
47,Site 1,ML-1,17-Oct-13,WG,K,Potassium,12.07,MG/L,=,,,Y
47,Site 1,ML-1,2-Oct-13,WG,MG,Magnesium,58.65,MG/L,=,,,Y
47,Site 1,ML-1,17-Oct-13,WG,MG,Magnesium,57.54,MG/L,=,,,Y
47,Site 1,ML-1,2-Oct-13,WG,MG,Magnesium,60.37,MG/L,=,,,Y
47,Site 1,ML-1,17-Oct-13,WG,MG,Magnesium,59.22,MG/L,=,,,Y
47,Site 1,WL-1,5-Sep-13,WG,AS,Arsenic,0,MG/L,ND,0.004,,Y
47,Site 1,WL-1,5-Sep-13,WG,AS,Arsenic,0,MG/L,ND,0.004,,Y
47,Site 1,WL-1,5-Sep-13,WG,CU,Copper,0,MG/L,ND,0.002,,Y
47,Site 1,WL-1,5-Sep-13,WG,CU,Copper,0,MG/L,ND,0.002,,Y
47,Site 1,WL-1,5-Sep-13,WG,FE,Iron,0,MG/L,ND,0.006,,Y
47,Site 1,WL-1,5-Sep-13,WG,FE,Iron,0.286,MG/L,=,,,Y
47,Site 1,WL-1,5-Sep-13,WG,K,Potassium,3.21,MG/L,=,,,Y
47,Site 1,WL-1,5-Sep-13,WG,K,Potassium,4,MG/L,=,,,Y
47,Site 1,WL-1,5-Sep-13,WG,MG,Magnesium,5.13,MG/L,=,,,Y
47,Site 1,WL-1,5-Sep-13,WG,MG,Magnesium,6.195,MG/L,=,,,Y
47,Site 1,Feed,18-Sep-13,WS,AS,Arsenic,0,MG/L,ND,0.004,,Y
47,Site 1,Feed,18-Sep-13,WS,AS,Arsenic,0,MG/L,ND,0.004,,Y
47,Site 1,Feed,18-Sep-13,WS,CU,Copper,0,MG/L,ND,0.002,,Y
47,Site 1,Feed,18-Sep-13,WS,CU,Copper,0.685,MG/L,=,,,Y
47,Site 1,Feed,18-Sep-13,WS,FE,Iron,0,MG/L,ND,0.006,,Y
47,Site 1,Feed,18-Sep-13,WS,FE,Iron,66.95,MG/L,=,,,Y
47,Site 1,Feed,18-Sep-13,WS,K,Potassium,171.2,MG/L,=,,,Y
47,Site 1,Feed,18-Sep-13,WS,K,Potassium,176.6,MG/L,=,,,Y
47,Site 1,Feed,18-Sep-13,WS,MG,Magnesium,0.713,MG/L,=,,,Y
47,Site 1,Feed,18-Sep-13,WS,MG,Magnesium,6.967,MG/L,=,,,Y
47,Site 1,WL-8,11-Nov-13,WG,AS,Arsenic,0,MG/L,ND,0.01,,Y
47,Site 1,WL-8,11-Nov-13,WG,AS,Arsenic,0,MG/L,ND,0.01,,Y
47,Site 1,WL-8,11-Nov-13,WG,CU,Copper,0,MG/L,ND,0.003,,Y
47,Site 1,WL-8,11-Nov-13,WG,CU,Copper,0,MG/L,ND,0.003,,Y
47,Site 1,WL-8,11-Nov-13,WG,FE,Iron,0,MG/L,ND,0.03,,Y
47,Site 1,WL-8,11-Nov-13,WG,FE,Iron,0.86,MG/L,=,,,Y
47,Site 1,WL-8,11-Nov-13,WG,K,Potassium,39.63,MG/L,=,,,Y
47,Site 1,WL-8,11-Nov-13,WG,K,Potassium,41.76,MG/L,=,,,Y
47,Site 1,WL-8,11-Nov-13,WG,MG,Magnesium,81.4,MG/L,=,,,Y
47,Site 1,WL-8,11-Nov-13,WG,MG,Magnesium,84.92,MG/L,=,,,Y
47,Site 1,WL-1,5-Nov-13,WG,AS,Arsenic,0,MG/L,ND,0.01,,Y
47,Site 1,WL-1,5-Nov-13,WG,AS,Arsenic,0,MG/L,ND,0.01,,Y
47,Site 1,WL-1,5-Nov-13,WG,CU,Copper,0,MG/L,ND,0.003,,Y
47,Site 1,WL-1,5-Nov-13,WG,CU,Copper,0,MG/L,ND,0.003,,Y
47,Site 1,WL-1,5-Nov-13,WG,FE,Iron,0,MG/L,ND,0.03,,Y
47,Site 1,WL-1,5-Nov-13,WG,FE,Iron,0.594,MG/L,=,,,Y
47,Site 1,WL-1,5-Nov-13,WG,K,Potassium,3.54,MG/L,=,,,Y
47,Site 1,WL-1,5-Nov-13,WG,K,Potassium,3.82,MG/L,=,,,Y
47,Site 1,WL-1,5-Nov-13,WG,MG,Magnesium,6.156,MG/L,=,,,Y
47,Site 1,WL-1,5-Nov-13,WG,MG,Magnesium,6.777,MG/L,=,,,Y
47,Site 1,ML-1,7-Nov-13,WG,AS,Arsenic,0,MG/L,ND,0.01,,Y
47,Site 1,ML-1,7-Nov-13,WG,AS,Arsenic,0,MG/L,ND,0.01,,Y
47,Site 1,ML-1,7-Nov-13,WG,CU,Copper,0,MG/L,ND,0.003,,Y
47,Site 1,ML-1,7-Nov-13,WG,CU,Copper,0,MG/L,ND,0.003,,Y
47,Site 1,ML-1,7-Nov-13,WG,FE,Iron,0,MG/L,ND,0.03,,Y
47,Site 1,ML-1,7-Nov-13,WG,FE,Iron,0.25,MG/L,=,,,Y
47,Site 1,ML-1,7-Nov-13,WG,K,Potassium,10.37,MG/L,=,,,Y
47,Site 1,ML-1,7-Nov-13,WG,K,Potassium,11.11,MG/L,=,,,Y
47,Site 1,ML-1,7-Nov-13,WG,MG,Magnesium,59.74,MG/L,=,,,Y
47,Site 1,ML-1,7-Nov-13,WG,MG,Magnesium,64.08,MG/L,=,,,Y
47,Site 1,ML-1,28-Nov-13,WG,AS,Arsenic,0,MG/L,ND,0.01,,Y
47,Site 1,ML-1,28-Nov-13,WG,AS,Arsenic,0,MG/L,ND,0.01,,Y
47,Site 1,ML-1,28-Nov-13,WG,CU,Copper,0,MG/L,ND,0.003,,Y
47,Site 1,ML-1,28-Nov-13,WG,CU,Copper,0,MG/L,ND,0.003,,Y
47,Site 1,ML-1,28-Nov-13,WG,FE,Iron,0,MG/L,ND,0.03,,Y
47,Site 1,ML-1,28-Nov-13,WG,FE,Iron,0.063,MG/L,=,,,Y
47,Site 1,ML-1,28-Nov-13,WG,K,Potassium,12.13,MG/L,=,,,Y
47,Site 1,ML-1,28-Nov-13,WG,K,Potassium,12.13,MG/L,=,,,Y
47,Site 1,ML-1,28-Nov-13,WG,MG,Magnesium,62.18,MG/L,=,,,Y
47,Site 1,ML-1,28-Nov-13,WG,MG,Magnesium,62.18,MG/L,=,,,Y
47,Site 1,ML-2,4-Nov-13,WG,AS,Arsenic,0,MG/L,ND,0.01,,Y
47,Site 1,ML-2,4-Nov-13,WG,AS,Arsenic,0,MG/L,ND,0.01,,Y
47,Site 1,ML-2,4-Nov-13,WG,CU,Copper,0,MG/L,ND,0.003,,Y
47,Site 1,ML-2,4-Nov-13,WG,CU,Copper,0,MG/L,ND,0.003,,Y
47,Site 1,ML-2,4-Nov-13,WG,FE,Iron,0,MG/L,ND,0.03,,Y
47,Site 1,ML-2,4-Nov-13,WG,FE,Iron,0,MG/L,ND,0.03,,Y
47,Site 1,ML-2,4-Nov-13,WG,K,Potassium,21.08,MG/L,=,,,Y
47,Site 1,ML-2,4-Nov-13,WG,K,Potassium,21.2,MG/L,=,,,Y
47,Site 1,ML-2,4-Nov-13,WG,MG,Magnesium,62.58,MG/L,=,,,Y
47,Site 1,ML-2,4-Nov-13,WG,MG,Magnesium,63.63,MG/L,=,,,Y
